"LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","SalePrice","OverallQual","Neighborhood","ExterQual","BsmtQual","KitchenQual","GarageFinish","FireplaceQu","Foundation","GarageType","MSSubClass"
47,14375.8917267635,2003,2003,603,1416,234,1650,1690,1589,3279,1,3,1,4,12,1,2003,3,841,503,36,538000,"Good","Rich","Ex","Gd","Ex","Fin","Gd","PConc","BuiltIn","60"
0,7252,1982,1982,0,685,173,858,858,0,858,1,1,0,2,5,0,1983,2,576,120,0,134900,"Moderate","Poor","TA","Gd","TA","Unf","NFp","CBlock","Detchd","85"
67,8877,1951,1951,0,836,0,836,1220,0,1220,0,1,0,2,6,0,1951,2,396,0,0,102000,"Bad","Poor","TA","Fa","TA","Unf","NFp","CBlock","Detchd","20"
94,7819,1976,1976,0,422,480,1029,1117,0,1117,1,1,0,3,6,1,1976,2,672,144,0,107000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Detchd","80"
70,10150,1958,1958,1,456,456,912,912,0,912,0,1,0,2,5,0,1958,1,275,0,0,114500,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
110,14226,2006,2006,375,0,1935,1935,1973,0,1973,0,2,0,3,9,1,2006,3,895,315,45,395000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","20"
32,4500,1998,1998,320,866,338,1204,1204,0,1204,1,2,0,2,5,0,1998,2,412,0,247,162000,"Moderate","Moderate","TA","Ex","TA","Fin","NFp","PConc","Attchd","120"
86,11210,2005,2006,240,20,1594,1614,1614,0,1614,0,2,0,3,7,0,2005,3,865,144,59,221500,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
100,13350,1974,1974,0,762,102,864,894,0,894,1,1,0,3,5,1,1974,2,440,241,0,142500,"Moderate","Poor","TA","TA","TA","Unf","Fa","CBlock","Attchd","20"
60,8400,1977,1977,320,0,0,0,2020,0,2020,0,2,0,4,10,2,1977,2,630,0,0,144000,"Moderate","Poor","TA","NBsmt","TA","Unf","TA","Slab","Detchd","90"
78,10530,1977,1977,90,975,0,975,1004,0,1004,1,1,0,2,4,0,1977,2,504,0,0,135000,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","CBlock","Attchd","90"
63,7875,1995,1996,38,0,1237,1237,1253,0,1253,0,2,0,3,6,1,1995,2,402,220,21,176000,"Good","Moderate","TA","Gd","TA","Fin","TA","PConc","Attchd","20"
65,7153,1992,1992,0,387,374,761,810,793,1603,0,2,1,3,7,0,1992,2,484,0,124,175900,"Moderate","Poor","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
67,16285,2001,2002,0,0,1413,1413,1430,0,1430,0,2,0,3,6,0,2001,2,605,0,33,187100,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
0,9101,1978,1978,104,1097,0,1097,1110,0,1110,1,1,0,1,4,1,1978,2,602,303,30,165500,"Moderate","Moderate","TA","Gd","Gd","Fin","TA","PConc","Attchd","85"
35,6300,1914,2001,0,0,742,742,742,742,1484,0,2,0,3,9,1,1954.60988393074,0,0,0,25.7204399089128,128000,"Moderate","Poor","TA","TA","TA","NGar","Gd","CBlock","NGar","75"
0,9790,1967,1967,0,251,491,1372,1342,0,1342,0,2,0,3,7,1,1967,2,457,0,0,161500,"Moderate","Moderate","TA","TA","TA","Unf","Gd","CBlock","Attchd","20"
60,10800,1915,1950,0,686,0,686,966,686,1652,1,2,0,4,7,0,1961,1,416,0,0,139000,"Moderate","Poor","TA","Fa","TA","Unf","NFp","PConc","Detchd","50"
76,10142,2004,2004,0,656,300,956,956,1128,2084,1,2,1,4,8,0,2004,2,618,0,45,233000,"Good","Poor","Gd","Gd","Gd","RFn","NFp","PConc","BuiltIn","60"
50,6000,1954,2000,0,0,901,901,901,0,901,0,1,0,2,4,0,1954,1,281,0,0,107900,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
0,12205,1966,2007,157,568,264,832,976,1111,2087,0,2,1,5,9,0,1966,2,444,133,168,187500,"Moderate","Rich","TA","TA","Gd","Fin","NFp","CBlock","Attchd","60"
43,3182,2005,2006,11,16,1129,1145,1145,0,1145,0,2,0,2,5,1,2005,2,397,100,16,160200,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","120"
0,11333,1976,1976,0,539,490,1029,1062,0,1062,1,1,0,3,5,2,1976,2,539,120,0,146800,"Moderate","Moderate","TA","Gd","TA","RFn","TA","PConc","Attchd","80"
92,9920,1996,1997,0,862,255,1117,1127,886,2013,1,2,1,3,8,1,1997,2,455,180,130,269790,"Good","Rich","Gd","Gd","TA","Unf","TA","PConc","Attchd","60"
76,9158,2007,2007,140,0,1496,1496,1496,0,1496,0,2,0,3,7,0,2007,2,474,168,130,225000,"Good","Rich","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","20"
0,10832,1994,1996,0,0,712,712,1086,809,1895,0,2,1,3,7,1,1994,2,409,143,46,194500,"Good","Moderate","Gd","Gd","Gd","Fin","TA","PConc","Attchd","60"
70,8400,1980,1981,130,0,650,650,888,676,1564,0,2,1,3,7,1,1980,2,476,0,50,171000,"Moderate","Poor","TA","Gd","TA","Unf","TA","CBlock","Attchd","60"
71,8197,1977,1977,148,0,660,660,1285,0,1285,0,1,1,3,7,1,1977,2,528,138,0,143500,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","20"
57,7677,1953,1953,0,570,203,773,773,0,773,0,1,0,2,4,0,1953,1,240,0,0,110000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
104,13518,2008,2009,263.893103381574,0,1926,1926,1966,1174,3140,0,3,1,4,11,2,2009,3,820,144,78,485000,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","BuiltIn","60"
60,7200,1937,1950,252,569,162,731,981,787,1768,1,1,1,3,7,2,1939,1,240,0,0,175000,"Moderate","Moderate","TA","Gd","Gd","Unf","TA","BrkTil","Detchd","50"
79,12798,1997,1997,0,462,154,616,616,1072,1688,1,2,1,4,8,0,1997,2,603,403,114,200000,"Moderate","Rich","TA","Gd","Gd","RFn","NFp","PConc","Attchd","60"
40,4800,1916,1990,0,197,999,1196,1196,0,1196,1,1,0,2,5,0,1957,2,440,0,0,109900,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","30"
63,8199,2005,2005,0,648,80,728,728,728,1456,1,2,1,3,7,1,2005,2,410,36,18,189000,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
107,13891,2008,2009,424,0,1734,1734,1734,1088,2822,0,3,1,4,12,1,2009,3,1020,52,170,582933,"VGood","Rich","Ex","Ex","Ex","RFn","Gd","PConc","BuiltIn","60"
75,9000,1954,1954,0,812,124,936,1128,0,1128,0,1,0,2,5,0,1954,1,286,0,0,118000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
91,12274,2008,2008,256,0,1417,1417,1428,0,1428,0,2,0,3,6,0,2008,2,554,0,60,227680,"Good","Rich","Gd","Gd","Ex","RFn","NFp","PConc","Attchd","20"
75,9750,1967,1967,0,400,100,980,980,0,980,0,2,0,3,6,0,1967,1,384,68,0,135500,"Moderate","Poor","TA","TA","TA","Fin","NFp","PConc","Attchd","80"
144,21384,1923,2004,0,1309,15,1324,1072,504,1576,2,1,1,3,6,1,1923,2,528,0,46.7134426730429,223500,"Moderate","Poor","TA","TA","Gd","RFn","TA","CBlock","Attchd","70"
85,13400,1966,1966,72.6422772429769,516,380,1024,1086,0,1086,1,1,0,3,6,1,1966,2,484,0,0,159950,"Moderate","Poor","TA","TA","TA","RFn","Gd","CBlock","Attchd","80"
90,8100,1898,1965,0,0,849,849,1075,1063,2138,0,2,0,2,11,0,1910,2,360,40,156,106000,"Moderate","Poor","TA","TA","TA","Unf","NFp","PConc","Detchd","75"
78,10140,1974,1999,99,663,0,1040,1309,0,1309,1,1,1,3,5,1,1974,2,484,265,0,181000,"Moderate","Moderate","TA","TA","Gd","RFn","Fa","CBlock","Attchd","20"
0,4438,2004,2004,169,662,186,848,848,0,848,1,1,0,1,4,1,2004,2,420,140,0,144500,"Moderate","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","120"
66,8712,1952,1952,0,0,540,540,1044,0,1044,0,1,0,2,4,0,1952,2,504,0,0,55993,"Moderate","Poor","Fa","TA","Fa","Unf","NFp","CBlock","Basment","20"
75,9750,1958,1958,243,608,834,1442,1442,0,1442,0,1,1,4,7,0,1958,1,301,0,0,157900,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
45,8248,1918,1950,0,0,686,686,686,564,1250,0,1,1,3,7,0,1955,1,280,207,0,116000,"Moderate","Poor","TA","TA","Fa","Unf","NFp","BrkTil","Detchd","50"
48,12137,1998,1998,442,0,1649,1649,1661,0,1661,0,2,0,3,6,0,1998,2,598,0,34,224900,"Good","Moderate","TA","Gd","Gd","RFn","NFp","PConc","Attchd","20"
0,11425,1954,1954,0,486,522,1008,1008,0,1008,0,1,0,2,4,1,1954,1,275,0,0,137000,"Moderate","Poor","TA","TA","TA","RFn","Gd","CBlock","Attchd","20"
0,13265,2002,2002,148,1218,350,1568,1689,0,1689,1,2,0,3,7,2,2002,3,857,150,59,271000,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
80,8816,1971,1971,80,504,506,1010,1052,0,1052,1,1,0,3,6,0,1971,2,440,0,0,155000,"Moderate","Rich","TA","TA","TA","Unf","NFp","CBlock","Attchd","80"
44,6371,2009,2010,128,733,625,1358,1358,0,1358,1,2,0,2,6,1,2010,2,484,192,35,224000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
72,7226,2003,2003,0,0,798,798,798,842,1640,0,2,1,3,6,0,2003,2,595,0,45,183000,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
60,6000,1953,1953,0,0,936,936,936,0,936,0,1,0,2,4,0,1974,2,576,0,32,93000,"Bad","Poor","Fa","Fa","TA","Unf","NFp","CBlock","Detchd","20"
0,12394,2003,2003,0,0,847,847,847,886,1733,0,2,1,3,7,1,2003,2,433,100,48,225000,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
60,9900,1940,1950,0,0,778,778,944,545,1489,0,2,0,3,7,1,1940,1,240,335,0,139500,"Moderate","Moderate","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
81,11216,2006,2006,0,0,1489,1489,1489,0,1489,0,2,0,3,7,1,2006,2,776,0,140,232600,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
114,14803,2007,2008,244.391108860519,1636,442,2078,2084,0,2084,1,2,0,2,7,1,2007,3,1220,188,45,385000,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
50,6130,1924,1950,0,784,0,784,784,0,784,1,1,0,2,5,0,1952.96187513565,0,0,0,0,109500,"Moderate","Poor","TA","TA","Gd","NGar","NFp","BrkTil","NGar","45"
65,8529,2001,2001,0,20,1434,1454,1434,0,1434,0,2,0,3,6,1,2001,2,527,290,39,189000,"Good","Poor","Gd","Gd","Gd","RFn","TA","PConc","Attchd","20"
0,10099.4812241108,1967,1967,0,249,0,1013,1160,966,2126,0,2,1,3,7,0,1967,2,538,486,0,185000,"Moderate","Rich","TA","TA","TA","Fin","NFp","PConc","Attchd","60"
24,2544,2005,2005,0,0,600,600,520,623,1223,0,2,1,2,4,0,2005,2,480,0,166,147400,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Detchd","160"
80,11900,1957,1957,387,1040,352,1392,1392,0,1392,1,1,1,3,6,2,1957,2,458,0,0,166000,"Moderate","Poor","TA","TA","TA","RFn","Gd","CBlock","Attchd","20"
30,3180,2005,2005,0,0,600,600,520,600,1200,0,2,1,2,4,0,2005,2,480,0,166,151000,"Good","Rich","TA","Gd","Gd","RFn","NFp","PConc","Detchd","160"
44,9548,2003,2003,223,483,458,941,941,888,1829,1,2,1,3,7,1,2003,2,613,192,39,237000,"Good","Moderate","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
100,10004,1964,1964,180,196,975,1516,1516,0,1516,0,1,1,3,6,0,1964,2,472,0,0,167000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
75,7875,1961,1961,136,572,572,1144,1144,0,1144,1,1,0,3,6,0,1961,2,456,0,0,139950,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
60,9600,1950,1995,0,442,625,1067,1067,0,1067,0,2,0,2,4,0,1996,2,436,290,0,128000,"Bad","Poor","TA","Gd","Gd","Unf","NFp","CBlock","Attchd","20"
90,8100,1948,1973,0,338,1221,1559,1559,0,1559,1,1,0,2,5,0,1948,2,812,0,116,153500,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","30"
21,1680,1973,1973,158,330,153,483,483,504,987,1,1,1,2,5,0,1973,1,264,0,0,100000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","160"
75,9525,1995,2006,0,0,1099,1099,1099,0,1099,0,1,1,3,6,0,1999,1,352,278,0,144000,"Moderate","Moderate","TA","Gd","Gd","Unf","NFp","PConc","Attchd","20"
70,11767,1946,1995,0,352,416,768,768,432,1200,0,1,0,3,6,0,1946,1,240,0,0,130500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
0,12155,1925,1950,0,156,516,672,810,672,1482,0,2,0,4,7,0,1934,1,400,0,0,140000,"Moderate","Moderate","TA","TA","Fa","Unf","NFp","BrkTil","Detchd","70"
60,10440,1904,2002,0,0,650,650,958,581,1539,0,2,0,3,8,1,1983,2,686,70,78,157500,"Moderate","Poor","TA","TA","Gd","Unf","Po","PConc","Detchd","70"
82,9020,1966,1966,183,312,276,1127,1165,0,1165,1,1,1,3,6,0,1966,2,490,0,129,174900,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","80"
80,8000,1961,1961,0,0,1800,1800,1800,0,1800,0,2,0,6,10,0,1967.23053833891,0,0,0,0,141000,"Moderate","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","90"
100,12665,1915,1950,0,0,876,876,876,540,1416,0,1,1,4,7,1,1949,3,720,418,0,153900,"Moderate","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
0,16647,1975,1981,0,1390,0,1390,1701,0,1701,1,2,0,3,6,2,1975,2,611,0,0,171000,"Moderate","Poor","TA","Gd","TA","Fin","TA","CBlock","Basment","85"
75,9317,1993,1993,137,513,227,740,1006,769,1775,1,2,1,3,7,1,1993,2,425,234,72,213000,"Good","Poor","Gd","Gd","Gd","Unf","TA","PConc","Attchd","60"
36,15523,1972,1972,0,460,404,864,864,0,864,1,1,0,3,5,1,1972,1,338,0,0,133500,"Moderate","Moderate","TA","TA","TA","Unf","Fa","CBlock","Attchd","20"
75,11221.0278447406,1908,1997,0,0,907,907,1307,1051,2358,0,3,0,5,10,1,1908,2,360,486,40,240000,"Moderate","Rich","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
80,9600,1976,1994,360,0,528,528,1094,761,1855,0,2,1,3,7,1,1976,2,512,113,100,187000,"Moderate","Rich","Gd","TA","TA","RFn","TA","CBlock","Attchd","80"
36,4435,2003,2003,170,659,189,848,848,0,848,1,1,0,1,3,0,2003,2,420,140,0,131500,"Moderate","Moderate","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","120"
0,3196,2003,2003,40,0,1273,1273,1456,0,1456,0,2,0,2,7,1,2003,2,400,143,20,215000,"Good","Moderate","Gd","Gd","Gd","Fin","TA","PConc","Attchd","120"
53,7128,1941,1950,0,364,554,918,918,728,1646,0,2,0,4,7,2,1941,1,240,0,0,164000,"Good","Rich","TA","TA","TA","Unf","Gd","CBlock","Detchd","75"
0,12095,1964,1964,115,564,563,1127,1445,0,1445,0,1,1,3,7,1,1964,2,645,180,0,158000,"Moderate","Poor","TA","TA","TA","RFn","Fa","CBlock","Attchd","80"
102,17920,1955,1974,0,306,372,1763,1779,0,1779,1,1,1,3,6,1,1955,2,454,0,49.837617768671,170000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Attchd","20"
0,6897,1962,2010,0,659,381,1040,1040,0,1040,1,1,1,3,6,0,1962,1,260,0,104,127000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
0,10970,1978,1978,0,505,0,940,1026,0,1026,1,1,0,3,5,0,1981,2,576,0,0,147000,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","CBlock","Detchd","80"
65,8125,1994,1995,0,0,702,702,702,779,1481,0,2,1,3,6,1,1994,2,343,0,36,174000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","PConc","Attchd","60"
80,10400,1976,1976,189,0,1090,1090,1370,0,1370,0,2,0,3,6,1,1976,2,479,0,0,152000,"Good","Moderate","TA","Gd","TA","RFn","TA","CBlock","Attchd","20"
0,11029,1968,1984,220,619,435,1054,1512,1142,2654,1,2,1,4,9,1,1968,2,619,0,65,250000,"Moderate","Moderate","TA","TA","Gd","Unf","Gd","CBlock","Attchd","60"
55,7642,1918,1998,0,0,912,912,912,514,1426,0,1,1,3,7,1,1925,1,216,0,240,189950,"Good","Rich","Gd","TA","Gd","Unf","Gd","BrkTil","Detchd","50"
75,11625,1965,1965,0,841,198,1039,1039,0,1039,1,1,1,3,6,0,1965,2,504,0,0,131500,"Moderate","Poor","TA","TA","TA","Unf","NFp","PConc","Attchd","190"
81,9672,1984,1985,0,338,702,1040,1097,0,1097,0,2,0,3,6,0,1986,2,480,0,0,152000,"Moderate","Poor","TA","Gd","TA","Unf","NFp","PConc","Attchd","20"
70,7931,1959,1959,0,1148,0,1148,1148,0,1148,1,1,0,3,6,0,1959,1,672,0,0,132500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
72,8640,2007,2008,0,0,1372,1372,1372,0,1372,0,2,0,3,6,0,2008,2,529,0,140,250580,"Good","Rich","Gd","Ex","Gd","Fin","NFp","PConc","Attchd","20"
0,8750,1970,1970,76,828,174,1002,1002,0,1002,1,1,0,3,5,0,1973,2,902,0,0,148500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
67,10656,2006,2007,274,0,1638,1638,1646,0,1646,0,2,0,3,6,1,2007,3,870,192,80,248900,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
85,6970,1961,1961,0,932,108,1040,1120,0,1120,1,1,1,3,5,0,1961,2,544,168,0,129000,"Bad","Poor","TA","TA","Fa","RFn","NFp","CBlock","Attchd","20"
0,14762,1948,1950,0,0,0,0,1547,720,2320,0,2,0,2,7,1,1979,2,672,120,144,169000,"Moderate","Moderate","TA","NBsmt","TA","Unf","TA","Slab","Attchd","60"
80,9938,1993,1994,246,750,300,1050,1062,887,1949,1,2,1,3,8,1,1993,2,574,156,90,236000,"Good","Poor","Gd","Gd","Gd","Fin","TA","PConc","Attchd","60"
60,6600,1962,1962,0,0,894,894,894,0,894,0,1,0,2,5,0,1962,1,308,0,0,109500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
70,8750,1998,1998,116,505,299,804,804,878,1682,0,2,1,3,7,0,1998,2,523,0,77,200500,"Moderate","Moderate","TA","Gd","Gd","RFn","NFp","PConc","Attchd","60"
74,8892,1953,1996,0,0,105,105,910,0,910,0,1,0,3,5,0,1953,2,414,196,0,116000,"Moderate","Poor","Gd","TA","Gd","Unf","NFp","Stone","Attchd","20"
60,12144,1949,1950,0,375,457,832,1036,0,1268,0,1,0,3,6,1,1949,1,288,0,28,133000,"Moderate","Poor","Gd","TA","TA","Unf","Gd","CBlock","Attchd","40"
52,5720,1941,1950,0,0,676,676,676,455,1131,0,1,1,3,5,0,1941,1,200,26,0,66500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
75,9000,2007,2007,0,64,1120,1184,1184,1426,2610,0,2,1,4,11,1,2007,2,550,208,79.3592471537442,303477,"Good","Rich","Gd","Gd","Ex","Fin","Gd","PConc","BuiltIn","60"
94,8380.16565968387,1963,1963,0,633,431,1064,1040,0,1040,1,1,0,3,5,0,1963,2,648,0,0,132250,"Bad","Moderate","TA","TA","TA","Unf","NFp","PConc","Attchd","20"
74,8834,2004,2005,216,1170,292,1462,1462,762,2224,1,2,1,4,10,1,2004,3,738,184,0,350000,"VGood","Rich","Gd","Ex","Ex","Fin","Gd","PConc","Attchd","60"
88,11782,1961,1995,0,899,210,1109,1155,0,1155,1,1,0,3,6,0,1987,2,576,192,0,148000,"Moderate","Poor","TA","TA","Gd","Unf","NFp","CBlock","Detchd","85"
0,7000,1978,2005,90,646,218,864,864,0,864,1,1,0,3,6,0,1978,1,336,0,0,136500,"Moderate","Moderate","Gd","TA","TA","Unf","NFp","CBlock","Attchd","20"
60,7024,2005,2006,0,980,110,1090,1090,0,1090,1,1,1,2,5,0,2005,2,450,0,49,157000,"Moderate","Poor","TA","Ex","TA","Fin","NFp","PConc","Attchd","20"
44,13758,1990,1991,117,902,254,1156,1187,530,1717,0,2,1,3,7,1,1990,2,400,168,36,187500,"Good","Rich","Gd","Gd","Gd","RFn","TA","CBlock","Attchd","50"
0,9636,1992,1993,0,0,808,808,808,785,1593,0,2,1,3,7,1,1993,2,389,342,40,178000,"Moderate","Moderate","TA","Gd","TA","RFn","TA","PConc","BuiltIn","60"
60,6204,1912,1950,0,0,795,795,954,795,2230,1,1,0,5,10,0,1997,1,440,0,188,118500,"Bad","Moderate","Gd","TA","TA","Unf","NFp","PConc","Detchd","75"
65,7150,1967,1967,60,432,460,892,892,0,892,0,1,0,3,5,0,1967,1,288,0,0,100000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
50,5119,1999,2000,60,1238,460,1698,1709,0,1709,1,2,0,2,5,1,1999,2,506,97,65,328900,"VGood","Rich","Gd","Ex","Gd","Fin","TA","PConc","Attchd","120"
70,8393,1959,2005,122,528,1098,1626,1712,0,1712,0,2,0,4,8,0,2005,2,588,272,54,145000,"Moderate","Poor","TA","TA","TA","Fin","NFp","CBlock","Attchd","90"
59,16466,1955,1955,0,0,816,816,872,521,1393,0,1,1,3,8,0,1955,1,300,121,0,135500,"Moderate","Poor","TA","TA","TA","Unf","NFp","PConc","Attchd","50"
95,15865,1970,1970,0,351,1043,2217,2217,0,2217,1,2,0,4,8,1,1970,2,621,81,207,268000,"Good","Poor","Gd","TA","Gd","Unf","TA","PConc","Attchd","20"
128,12160,1953,1953,90,1024,481,1505,1505,0,1505,1,1,0,2,6,1,1953,2,505,0,0,149500,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","20"
60,8064,1949,2006,0,0,672,672,672,252,924,0,1,0,3,6,1,2003,2,576,0,0,122900,"Moderate","Poor","TA","TA","TA","Unf","Po","CBlock","Detchd","50"
70,11184,1978,1978,92,226,192,918,918,765,1683,0,2,1,3,7,1,1978,2,440,243,0,172500,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","60"
70,8414,1963,2003,0,663,396,1059,1068,0,1068,0,1,0,3,6,0,1963,1,264,192,0,154500,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
0,13284,1954,1954,0,1064,319,1383,1383,0,1383,1,1,0,3,6,1,1954,1,354,511,116,165000,"Moderate","Poor","TA","Gd","TA","Unf","Gd","PConc","Attchd","20"
64,7018,1979,1979,0,0,0,0,1535,0,1535,0,2,0,4,8,0,1979,2,400,0,0,118858,"Moderate","Poor","TA","NBsmt","TA","Unf","NFp","Slab","Attchd","90"
71,7056,1963,1963,415,400,380,780,983,813,1796,1,1,1,4,8,1,1963,2,483,0,50,140000,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","60"
50,8765,1936,1950,0,285,666,951,951,0,951,0,1,0,2,6,0,1936,1,327,0,28,106500,"Bad","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","30"
64,7018,1979,1979,0,0,0,0,1120,1120,2240,0,2,0,6,12,0,1979,2,528,154,0,142953,"Moderate","Poor","TA","NBsmt","TA","Unf","NFp","Slab","Detchd","90"
100,12919,2009,2010,265.96586602257,2188,142,2330,2364,0,2364,1,2,1,2,11,2,2009,3,820,0,67,611657,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
65,6993,1961,1994,0,465,447,912,1236,0,1236,0,1,0,3,6,1,1961,1,288,0,0,135000,"Moderate","Poor","TA","TA","TA","Unf","TA","CBlock","Attchd","20"
0,7340,1971,1971,0,322,536,858,858,0,858,0,1,0,2,4,0,1979,1,684,0,0,110000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
64,8712,1957,2000,0,860,132,992,1306,0,1306,1,1,0,2,5,0,1968,1,756,0,0,153000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
63,7875,2003,2003,0,0,783,783,807,702,1509,0,2,1,3,8,1,2003,2,393,0,75,180000,"Good","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
50,14859,2006,2006,27,0,1670,1670,1670,0,1670,0,2,0,3,7,1,2006,3,690,144,60,240000,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
0,6173,1967,1967,75,599,277,876,902,0,902,0,1,0,3,6,0,1967,1,288,0,0,125500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
80,9920,1954,1954,110,354,412,1056,1063,0,1063,1,1,0,3,6,0,1954,1,280,0,0,128000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
116,13501,2006,2006,208,63,1560,1623,1636,0,1636,1,2,0,3,8,1,2006,3,865,0,60,255000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
86,11500,1936,1987,0,223,794,1017,1020,1037,2057,0,1,1,3,6,1,1936,1,180,0,0,250000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","CBlock","Attchd","50"
0,8885,1983,1983,0,301,239,864,902,0,902,1,1,0,2,5,0,1983,2,484,164,0,131000,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","CBlock","Attchd","20"
149,12589,2005,2005,0,0,742,742,742,742,1484,0,2,1,3,8,1,2005,2,390,36,24,174000,"Moderate","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
80,11600,1960,1960,361,443,662,1105,1105,1169,2274,0,2,0,5,12,0,1960,2,480,0,0,154300,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","90"
0,9286,1977,1989,0,196,1072,1268,1268,0,1268,0,1,1,3,5,0,1978,1,252,173,0,143500,"Moderate","Moderate","TA","Gd","Gd","Unf","NFp","CBlock","Detchd","20"
51,6120,1925,1950,0,489,279,768,1015,0,1015,0,1,0,3,6,0,1925,1,450,0,0,88000,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","30"
82,6270,1949,1950,0,284,717,1001,1001,1001,2002,0,2,0,4,8,0,1949,3,871,0,0,145000,"Moderate","Rich","TA","TA","TA","Unf","NFp","CBlock","2Types","90"
